1	3	6.15
2	3	6.45
3	3	6.75
4	3	7.05
5	3	7.35
6	3	7.65
7	3	7.95
8	3	8.25
9	3	8.55
10	3	8.85
11	3	9.15
12	3	9.45
13	3	9.75
14	3	10.05
15	3	10.35
16	3	10.65
17	3	10.95
18	3	11.25
19	3	11.55
20	3	11.85
21	3	12.15
22	3	12.45
23	3	12.75
24	3	13.05
25	3	13.35
26	3	13.65
27	3	13.95
28	3	14.25
29	3	14.55
30	3	14.85
31	3	15.15
32	3	15.45
33	5.76091	6.3
34	5.76091	6.6
35	5.76091	6.9
36	5.76091	7.2
37	5.76091	7.5
38	5.76091	7.8
39	5.76091	8.1
40	5.76091	8.4
41	5.76091	8.7
42	5.76091	9
43	5.76091	9.3
44	5.76091	9.6
45	5.76091	9.9
46	5.76091	10.2
47	5.76091	10.5
48	5.76091	10.8
49	5.76091	11.1
50	5.76091	11.4
51	5.76091	11.7
52	5.76091	12
53	5.76091	12.3
54	5.76091	12.6
55	5.76091	12.9
56	5.76091	13.2
57	5.76091	13.5
58	5.76091	13.8
59	5.76091	14.1
60	5.76091	14.4
61	5.76091	14.7
62	5.76091	15
63	5.76091	15.3
64	5.76091	15.6
65	8.29225	6.3
66	8.29225	6.6
67	8.29225	6.9
68	8.29225	7.2
69	8.29225	7.5
70	8.29225	7.8
71	8.29225	8.1
72	8.29225	8.4
73	8.29225	8.7
74	8.29225	9
75	8.29225	9.3
76	8.29225	9.6
77	8.29225	9.9
78	8.29225	10.2
79	8.29225	10.5
80	8.29225	10.8
81	8.29225	11.1
82	8.29225	11.4
83	8.29225	11.7
84	8.29225	12
85	8.29225	12.3
86	8.29225	12.6
87	8.29225	12.9
88	8.29225	13.2
89	8.29225	13.5
90	8.29225	13.8
91	8.29225	14.1
92	8.29225	14.4
93	8.29225	14.7
94	8.29225	15
95	8.29225	15.3
96	8.29225	15.6
97	10.70211	6.3
98	10.70211	6.6
99	10.70211	6.9
100	10.70211	7.2
101	10.70211	7.5
102	10.70211	7.8
103	10.70211	8.1
104	10.70211	8.4
105	10.70211	8.7
106	10.70211	9
107	10.70211	9.3
108	10.70211	9.6
109	10.70211	9.9
110	10.70211	10.2
111	10.70211	10.5
112	10.70211	10.8
113	10.70211	11.1
114	10.70211	11.4
115	10.70211	11.7
116	10.70211	12
117	10.70211	12.3
118	10.70211	12.6
119	10.70211	12.9
120	10.70211	13.2
121	10.70211	13.5
122	10.70211	13.8
123	10.70211	14.1
124	10.70211	14.4
125	10.70211	14.7
126	10.70211	15
127	10.70211	15.3
128	10.70211	15.6
